,Utility_sampled,Utility,Best_Utility,Utility_sampled_all_front
0,-1.9907165080182732,-5.0,-0.949725355216836,-1.9907165080182732
1,-1.2319171245942488,-1.2319171245942488,-0.9545239681210861,-1.2319171245942488
